Price,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AZN.L,HSBA.L,AZN.L,HSBA.L,AZN.L,HSBA.L,AZN.L,HSBA.L,AZN.L,HSBA.L,AZN.L,HSBA.L
Date,,,,,,,,,,,,
2023-01-20 00:00:00+00:00,10735.0869140625,495.25726318359375,11200.0,592.5999755859375,11444.0,593.0999755859375,11136.0,587.0999755859375,11414.0,589.0,3206265,22978407
2023-01-23 00:00:00+00:00,10579.8115234375,494.8393249511719,11038.0,592.0999755859375,11198.0,595.5,11016.0,592.0999755859375,11144.0,593.0,1673010,13977254
2023-01-24 00:00:00+00:00,10265.427734375,497.09588623046875,10710.0,594.7999877929688,10910.0,597.5,10672.0,589.364990234375,10800.0,594.2000122070312,3434381,14234046
2023-01-25 00:00:00+00:00,10361.2763671875,500.1881408691406,10810.0,598.5,10814.0,599.5,10644.0,594.2000122070312,10788.0,596.2999877929688,1463315,28558123
2023-01-26 00:00:00+00:00,10202.1669921875,504.70111083984375,10644.0,603.9000244140625,10880.0,603.9000244140625,10644.0,596.5,10784.0,598.0999755859375,2313220,44789252
2023-01-27 00:00:00+00:00,10181.080078125,501.8596496582031,10622.0,600.5,10700.0,603.5999755859375,10557.099609375,596.5,10668.0,601.0,1234783,24753721
2023-01-30 00:00:00+00:00,10265.427734375,503.1131896972656,10710.0,602.0,10760.0,602.5999755859375,10560.0,592.0999755859375,10560.0,597.9000244140625,4824076,53950303
2023-01-31 00:00:00+00:00,10150.408203125,498.4331359863281,10590.0,596.4000244140625,10669.1201171875,599.9000244140625,10541.09765625,591.7999877929688,10630.0,598.0,2198543,31284255
2023-02-01 00:00:00+00:00,9853.2763671875,502.5281982421875,10280.0,601.2999877929688,10626.0,601.2999877929688,10268.0,590.7000122070312,10586.0,592.0,2072186,27200209
2023-02-02 00:00:00+00:00,9824.521484375,493.9200744628906,10250.0,591.0,10342.0,596.0499877929688,10184.91796875,587.7999877929688,10330.0,594.9000244140625,2173963,32064061
2023-02-03 00:00:00+00:00,10138.9072265625,498.683837890625,10578.0,596.7000122070312,10578.0,599.0999755859375,10274.0,584.2000122070312,10274.0,584.7999877929688,1998719,31727455
2023-02-06 00:00:00+00:00,10140.8232421875,498.0987243652344,10580.0,596.0,10611.2861328125,599.0,10406.0,591.5999755859375,10454.0,598.0999755859375,4571397,14693528
2023-02-07 00:00:00+00:00,10146.57421875,505.6203918457031,10586.0,605.0,10626.0,606.2999877929688,10540.0,600.9000244140625,10566.0,602.5999755859375,1392341,23450768
2023-02-08 00:00:00+00:00,10305.68359375,511.80487060546875,10752.0,612.4000244140625,10844.0,612.9000244140625,10662.0,604.2000122070312,10682.0,608.9000244140625,2590923,38881905
2023-02-09 00:00:00+00:00,10725.501953125,514.6463012695312,11190.0,615.7999877929688,11348.0,620.5,10878.0,610.0,11042.0,611.0,9530658,50067355
2023-02-10 00:00:00+00:00,10917.2001953125,510.3004150390625,11390.0,610.5999755859375,11392.0,613.5999755859375,11130.0,608.2000122070312,11162.0,611.5,5534265,44206705
2023-02-13 00:00:00+00:00,10947.8720703125,512.8912963867188,11422.0,613.7000122070312,11466.0,615.2000122070312,11296.0,610.2999877929688,11376.0,610.5999755859375,4321426,17575858
2023-02-14 00:00:00+00:00,11039.88671875,509.13037109375,11518.0,609.2000122070312,11600.0,611.7999877929688,11476.0,605.2999877929688,11476.0,611.2000122070312,1576817,23568066
2023-02-15 00:00:00+00:00,11087.8115234375,511.72119140625,11568.0,612.2999877929688,11600.900390625,614.0,11434.0,601.9000244140625,11528.0,604.0,3028574,28899482
2023-02-16 00:00:00+00:00,10890.3623046875,516.8192138671875,11362.0,618.4000244140625,11626.0,621.0,11296.9013671875,612.7999877929688,11560.0,614.7999877929688,1937907,22110105
2023-02-17 00:00:00+00:00,11009.2158203125,519.07568359375,11486.0,621.0999755859375,11486.0,623.7000122070312,11316.0,614.0,11316.0,619.5,1809735,49880459
2023-02-20 00:00:00+00:00,11060.9736328125,518.741455078125,11540.0,620.7000122070312,11566.0,626.4000244140625,11458.0,619.7999877929688,11500.0,622.0999755859375,902044,28987969
2023-02-21 00:00:00+00:00,11089.728515625,541.13916015625,11570.0,647.5,11680.0,653.7999877929688,11516.0,607.9000244140625,11532.0,609.5,4363971,90988771
2023-02-22 00:00:00+00:00,11022.6337890625,531.6117553710938,11500.0,636.0999755859375,11606.0,642.0,11440.0,631.6500244140625,11594.0,639.5,1708966,61497084
2023-02-23 00:00:00+00:00,10898.962890625,526.5972900390625,11210.0,630.0999755859375,11386.0,632.0,11170.0,622.5999755859375,11332.0,630.0,1727667,20973923
2023-02-24 00:00:00+00:00,10792.015625,531.2774658203125,11100.0,635.7000122070312,11229.4404296875,637.0999755859375,11096.0,630.2999877929688,11192.0,630.2999877929688,1649984,26410291
2023-02-27 00:00:00+00:00,10790.0703125,528.0181274414062,11098.0,631.7999877929688,11162.0,635.9000244140625,11030.0,628.7999877929688,11036.0,630.4000244140625,929834,59154081
2023-02-28 00:00:00+00:00,10578.119140625,531.1939086914062,10880.0,635.5999755859375,11114.0,639.7999877929688,10827.099609375,627.7999877929688,11060.0,628.2999877929688,2325200,35947658
2023-03-01 00:00:00+00:00,10515.8955078125,535.1218872070312,10816.0,640.2999877929688,10898.0,641.2999877929688,10786.0,633.0999755859375,10874.0,636.0,2258745,79309751
2023-03-02 00:00:00+00:00,10562.5634765625,532.7457885742188,10864.0,619.0,10864.0,626.5,10752.0,611.4000244140625,10816.0,621.4000244140625,1455371,20312797
2023-03-03 00:00:00+00:00,10484.7822265625,532.143310546875,10784.0,618.2999877929688,10884.0,621.2000122070312,10784.0,613.5999755859375,10848.0,617.0,1621692,19436809
2023-03-06 00:00:00+00:00,10443.9482421875,531.7129516601562,10742.0,617.7999877929688,10818.0,618.5999755859375,10688.0,611.9000244140625,10818.0,616.5,1662736,32648244
2023-03-07 00:00:00+00:00,10548.9521484375,537.3072509765625,10850.0,624.2999877929688,10906.0,626.0999755859375,10724.0,617.5,10738.0,618.7000122070312,3187734,68429480
2023-03-08 00:00:00+00:00,10521.728515625,542.8154296875,10822.0,630.7000122070312,12828.4521484375,635.0,10788.0,621.9000244140625,10844.0,622.5,3574135,74246652
2023-03-09 00:00:00+00:00,10564.5078125,534.5531005859375,10866.0,621.0999755859375,10946.0,630.0,10786.0,621.0999755859375,10850.0,629.9000244140625,3708991,39594179
2023-03-10 00:00:00+00:00,10401.1689453125,510.02447509765625,10698.0,592.5999755859375,10994.0,601.4990234375,10590.0,582.0,10798.0,600.5,3024311,52951644
2023-03-13 00:00:00+00:00,10389.5029296875,488.9383544921875,10686.0,568.0999755859375,10860.0,595.5,10558.0,563.0999755859375,10698.0,595.2000122070312,3796358,60769749
2023-03-14 00:00:00+00:00,10389.5029296875,496.59820556640625,10686.0,577.0,10730.0,579.7999877929688,10574.0,556.2999877929688,10702.0,562.5,1699355,41114192
2023-03-15 00:00:00+00:00,10348.66796875,471.9834899902344,10644.0,548.4000244140625,10798.0,581.7340087890625,10632.0,542.7000122070312,10704.0,579.5,3311202,44631420
2023-03-16 00:00:00+00:00,10498.3955078125,480.33184814453125,10798.0,558.0999755859375,10830.0,571.9000244140625,10640.0,549.2999877929688,10680.0,565.2000122070312,2264805,41625099
2023-03-17 00:00:00+00:00,10513.9501953125,466.5613098144531,10814.0,542.0999755859375,10922.0,565.9000244140625,10746.0,537.0,10824.0,562.7000122070312,5013166,83900837
2023-03-20 00:00:00+00:00,10490.6171875,466.2170715332031,10790.0,541.7000122070312,10814.0,544.5999755859375,10654.0,512.2999877929688,10762.0,526.7999877929688,1411596,66105483
2023-03-21 00:00:00+00:00,10601.4541015625,476.8031311035156,10904.0,554.0,10932.0,559.0999755859375,10808.0,539.0,10884.0,541.0,1201315,40361589
2023-03-22 00:00:00+00:00,10671.4560546875,485.92608642578125,10976.0,564.5999755859375,10984.0,573.7999877929688,10762.0,553.5999755859375,10884.0,556.0,1294815,49464196
2023-03-23 00:00:00+00:00,10692.845703125,471.81134033203125,10998.0,548.2000122070312,11024.0,558.0999755859375,10876.0,545.0,10934.0,556.5,1477887,121122873
2023-03-24 00:00:00+00:00,10772.5703125,459.59002685546875,11080.0,534.0,11094.0,545.4000244140625,10953.4296875,521.9000244140625,11006.0,545.4000244140625,1365404,29131272
2023-03-27 00:00:00+00:00,10939.7978515625,465.70068359375,11252.0,541.0999755859375,11302.0,544.7000122070312,11123.2578125,533.2999877929688,11130.0,542.0,1617043,18380201
2023-03-28 00:00:00+00:00,10825.072265625,465.70068359375,11134.0,541.0999755859375,11299.3896484375,549.5,11132.8857421875,536.2999877929688,11228.0,546.0,1779061,21067542
2023-03-29 00:00:00+00:00,10856.18359375,476.8031311035156,11166.0,554.0,11202.0,554.8499755859375,11106.0,543.5050048828125,11116.0,543.7999877929688,1248968,21411453
2023-03-30 00:00:00+00:00,10856.18359375,477.9219665527344,11166.0,555.2999877929688,11236.0,558.2000122070312,11096.0,551.0999755859375,11162.0,554.0,1224253,12376544
2023-03-31 00:00:00+00:00,10920.353515625,473.1023254394531,11232.0,549.7000122070312,11328.0,556.0999755859375,11144.0,547.0,11150.0,549.2999877929688,1620239,32527045
2023-04-03 00:00:00+00:00,10957.2978515625,478.86871337890625,11270.0,556.4000244140625,11282.0,564.5,11172.0,553.5999755859375,11260.0,554.4000244140625,1660237,31929737
2023-04-04 00:00:00+00:00,10932.01953125,474.3933410644531,11244.0,551.2000122070312,11356.0,563.2999877929688,11194.0,551.2000122070312,11320.0,562.0,1885935,21871508
2023-04-05 00:00:00+00:00,11272.30859375,476.97528076171875,11594.0,554.2000122070312,11628.0,557.2999877929688,11230.7998046875,550.4000244140625,11244.0,554.9000244140625,2157931,12482936
2023-04-06 00:00:00+00:00,11375.3671875,484.4630126953125,11700.0,562.9000244140625,11734.599609375,563.2000122070312,11590.0,550.9000244140625,11620.0,552.5,1203186,12780940
2023-04-11 00:00:00+00:00,11307.310546875,484.0327453613281,11630.0,562.4000244140625,11786.0,564.4000244140625,11574.0,558.2999877929688,11738.0,563.2999877929688,4498431,27308177
2023-04-12 00:00:00+00:00,11493.9833984375,483.3441162109375,11822.0,561.5999755859375,11872.0,567.7000122070312,11614.0,558.7999877929688,11664.0,560.2000122070312,3148358,18444217
2023-04-13 00:00:00+00:00,11585.375,488.2498474121094,11916.0,567.2999877929688,11916.0,567.2999877929688,11792.0,559.9000244140625,11850.0,559.9000244140625,1407991,31193339
2023-04-14 00:00:00+00:00,11562.041015625,502.8809509277344,11892.0,584.2999877929688,11990.0,587.4000244140625,11878.0,563.2999877929688,11950.0,567.9000244140625,1644644,46918588
2023-04-17 00:00:00+00:00,11495.9267578125,497.54498291015625,11824.0,578.0999755859375,11932.0,589.0999755859375,11820.0,573.7000122070312,11878.0,588.0999755859375,1092430,17022897
2023-04-18 00:00:00+00:00,11705.9326171875,494.5326232910156,12040.0,574.5999755859375,12392.0,581.7000122070312,11860.0,573.7000122070312,11914.0,576.7999877929688,2047219,21150937
2023-04-19 00:00:00+00:00,11659.265625,493.4998474121094,11992.0,573.4000244140625,12037.0400390625,575.2000122070312,11948.0,570.0,11994.0,574.0999755859375,1072912,16476041
2023-04-20 00:00:00+00:00,11676.7666015625,494.96295166015625,12010.0,575.0999755859375,12056.0,581.5999755859375,11941.4404296875,571.2000122070312,11976.0,577.7999877929688,2691006,18149031
2023-04-21 00:00:00+00:00,11847.8828125,493.7580261230469,12186.0,573.7000122070312,12232.0,579.2999877929688,12022.0,568.0999755859375,12022.0,577.9000244140625,1604980,16475926
2023-04-24 00:00:00+00:00,11826.4931640625,493.413818359375,12164.0,573.2999877929688,12202.0,577.6500244140625,12122.06640625,568.2999877929688,12152.0,569.9000244140625,1344950,28074221
2023-04-25 00:00:00+00:00,11952.88671875,487.38916015625,12294.0,566.2999877929688,12348.0,569.4000244140625,12112.0,562.7000122070312,12112.0,567.7999877929688,1694844,19470392
2023-04-26 00:00:00+00:00,11515.3720703125,492.0367736816406,11844.0,571.7000122070312,12210.0,575.698974609375,11778.0,563.7999877929688,12164.0,568.0,3561383,21487013
2023-04-27 00:00:00+00:00,11468.7041015625,495.2211608886719,11796.0,575.4000244140625,12146.0,579.2999877929688,11754.0,560.5999755859375,11910.0,574.0,1400645,24614220
2023-04-28 00:00:00+00:00,11420.0908203125,493.8441162109375,11746.0,573.7999877929688,11856.0,578.5999755859375,11640.0,565.0999755859375,11816.0,578.4000244140625,1622067,26012411
2023-05-02 00:00:00+00:00,11447.314453125,511.1433410644531,11774.0,593.9000244140625,11856.0,610.7000122070312,11652.0,591.0419921875,11726.0,592.5,1794124,111897000
2023-05-03 00:00:00+00:00,11554.26171875,510.5408630371094,11884.0,593.2000122070312,11904.900390625,601.7999877929688,11778.0,591.7000122070312,11844.0,598.7999877929688,1005207,23152226
2023-05-04 00:00:00+00:00,11521.205078125,502.6228332519531,11850.0,584.0,11878.0,596.7999877929688,11756.0,583.4000244140625,11842.0,596.2000122070312,1292780,39625040
2023-05-05 00:00:00+00:00,11591.2080078125,516.22119140625,11922.0,599.7999877929688,11922.0,600.5,11714.0,586.5,11874.0,588.0,877124,20223115
2023-05-09 00:00:00+00:00,11583.4296875,515.7908935546875,11914.0,599.2999877929688,11956.0,602.9000244140625,11786.0,596.0999755859375,11956.0,600.0999755859375,1685343,35837955
2023-05-10 00:00:00+00:00,11492.0380859375,517.3399658203125,11820.0,601.0999755859375,11846.0,606.5999755859375,11752.0,599.2000122070312,11836.0,603.4000244140625,1262452,16305805
2023-05-11 00:00:00+00:00,11593.1533203125,517.7218017578125,11924.0,593.5999755859375,12002.0,600.0,11868.0,587.0999755859375,11882.0,594.5,2240297,25625911
2023-05-12 00:00:00+00:00,11676.7666015625,523.0421752929688,12010.0,599.7000122070312,12090.0,603.0,11922.0,595.4000244140625,11958.0,595.4000244140625,1550380,20777766
2023-05-15 00:00:00+00:00,11667.0439453125,532.897705078125,12000.0,611.0,12070.0,611.0999755859375,11974.0,603.7000122070312,12050.0,605.5,776116,14779925
2023-05-16 00:00:00+00:00,11735.1015625,528.2752075195312,12070.0,605.7000122070312,12102.0,611.4000244140625,11992.0,605.2000122070312,12042.0,608.2999877929688,1187703,107198858
2023-05-17 00:00:00+00:00,11593.1533203125,525.9202270507812,11924.0,603.0,12184.0,606.2000122070312,11866.0,601.2999877929688,12120.0,603.9000244140625,1555565,16724626
2023-05-18 00:00:00+00:00,11645.6552734375,534.5548095703125,11978.0,612.9000244140625,12096.0,616.3900146484375,11970.0,606.4019775390625,11970.0,607.5,1230986,16947147
2023-05-19 00:00:00+00:00,11676.7666015625,532.7232666015625,12010.0,610.7999877929688,12076.0,616.7000122070312,11936.015625,610.7000122070312,12026.0,614.5999755859375,1312211,17244865
2023-05-22 00:00:00+00:00,11702.044921875,538.3051147460938,12036.0,617.2000122070312,12108.0,620.4000244140625,11994.0,613.5999755859375,12064.0,613.5999755859375,1774287,68467439
2023-05-23 00:00:00+00:00,11700.1005859375,538.8284301757812,12034.0,617.7999877929688,12186.0,618.5999755859375,11942.0,612.5,11970.0,614.4000244140625,1644235,18108144
2023-05-24 00:00:00+00:00,11466.759765625,523.4782104492188,11794.0,600.2000122070312,11932.0,610.7999877929688,11687.0986328125,596.5,11878.0,610.4000244140625,2075369,23383150
2023-05-25 00:00:00+00:00,11318.9765625,528.8856811523438,11642.0,606.4000244140625,11822.0,610.2999877929688,11590.0,598.2999877929688,11756.0,600.5,1076348,17076530
2023-05-26 00:00:00+00:00,11457.0361328125,532.7232666015625,11784.0,610.7999877929688,11832.0,613.4000244140625,11636.0,600.4000244140625,11690.0,609.2999877929688,1441890,19691875
2023-05-30 00:00:00+00:00,11178.9716796875,523.3909912109375,11498.0,600.0999755859375,11840.0,609.0,11498.0,598.0,11780.0,608.0999755859375,1980999,30198951
2023-05-31 00:00:00+00:00,11336.4775390625,515.01806640625,11660.0,590.5,11766.0,597.4000244140625,11464.0,589.5999755859375,11466.0,594.7000122070312,4150407,45815294
2023-06-01 00:00:00+00:00,11346.19921875,517.896240234375,11670.0,593.7999877929688,11781.599609375,597.9500122070312,11520.0,587.4000244140625,11726.0,589.2999877929688,1609544,43366626
2023-06-02 00:00:00+00:00,11422.0361328125,525.6586303710938,11748.0,602.7000122070312,11754.0,603.9000244140625,11530.0,593.7000122070312,11636.0,595.7999877929688,1544750,25970681
2023-06-05 00:00:00+00:00,11466.759765625,528.6239624023438,11794.0,606.0999755859375,11818.0,612.0999755859375,11692.0,602.5999755859375,11722.0,610.0,927474,13828961
2023-06-06 00:00:00+00:00,11503.705078125,532.7232666015625,11832.0,610.7999877929688,11934.0,611.7999877929688,11752.0,601.7999877929688,11770.0,604.5,1508766,15984257
2023-06-07 00:00:00+00:00,11427.8681640625,537.3457641601562,11754.0,616.0999755859375,11876.0,617.2999877929688,11671.0986328125,612.0999755859375,11780.0,612.5,1227113,35353495
2023-06-08 00:00:00+00:00,11423.98046875,532.897705078125,11750.0,611.0,11784.0,617.9000244140625,11653.2802734375,609.0,11754.0,617.0,1399930,17602705
2023-06-09 00:00:00+00:00,11387.0341796875,529.8450927734375,11712.0,607.5,11868.0,612.4000244140625,11710.0,601.9000244140625,11858.0,611.5,950706,11516255
2023-06-12 00:00:00+00:00,11501.7607421875,527.9263305664062,11830.0,605.2999877929688,11858.0,612.7999877929688,11668.0,602.7000122070312,11846.0,612.0,1391951,12581363
2023-06-13 00:00:00+00:00,11414.2578125,531.6765747070312,11740.0,609.5999755859375,11804.0,613.8300170898438,11644.0,605.0999755859375,11764.0,608.7999877929688,2301469,20669665
2023-06-14 00:00:00+00:00,11190.6396484375,532.7232666015625,11510.0,610.7999877929688,11800.0,614.9000244140625,11502.0,606.3610229492188,11716.0,609.0,1781655,27566717
2023-06-15 00:00:00+00:00,11361.755859375,531.5022583007812,11686.0,609.4000244140625,11706.0,612.4000244140625,11478.0,606.4000244140625,11478.0,609.9000244140625,2984914,14676387
2023-06-16 00:00:00+00:00,11460.92578125,533.5953369140625,11788.0,611.7999877929688,11878.0,612.5,11718.0,607.0999755859375,11720.0,609.2000122070312,5017591,72874430
2023-06-19 00:00:00+00:00,11322.8662109375,536.3864135742188,11646.0,615.0,11746.208984375,616.5,11616.0,611.0999755859375,11726.0,611.5999755859375,2367195,14392193
2023-06-20 00:00:00+00:00,11313.1435546875,536.5608520507812,11636.0,615.2000122070312,11776.0,618.5999755859375,11624.0,613.2999877929688,11642.0,614.9000244140625,1206664,13163578
2023-06-21 00:00:00+00:00,11264.5302734375,539.090087890625,11586.0,618.0999755859375,11662.0,619.2999877929688,11512.0,613.2999877929688,11582.0,614.9000244140625,1149726,24314619
2023-06-22 00:00:00+00:00,11278.142578125,529.1472778320312,11600.0,606.7000122070312,11600.0,615.0999755859375,11344.0,602.5,11458.0,614.0,1939447,23174027
2023-06-23 00:00:00+00:00,11105.0810546875,525.2225341796875,11422.0,602.2000122070312,11632.0,607.2000122070312,11392.0,599.0999755859375,11574.0,606.0,1228732,20464406
2023-06-26 00:00:00+00:00,10978.6884765625,526.879638671875,11292.0,604.0999755859375,11450.0,606.7999877929688,11239.099609375,595.2000122070312,11378.0,601.0,1066377,15576202
